title,overview,popularity
Dragon: The Bruce Lee Story,"This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhod of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteroric rise to fame and an all too short reign as one the most charasmatic action heroes in cinema history.",5.079464
I'm for the Hippopotamus,"In Africa, many years ago, Slim and Tom don't like it when a German tyrant, starts selling all of the African wildlife to Canadian Zoo's! Slim and Tom must teach this guy a lesson by beating the hell out of him and his gang, left and right! Written by Mark MacIntyre {page13@fastmail.ca}",5.079098999999999
The Bird with the Crystal Plumage,"In Italy, the American writer Sam Dalmas (Tony Musant) witnesses an attempt of murder of the owner of an art gallery, a couple of days before his foreseen return to the United States of America. He decides to stay with his girlfriend Julia (Suzy Kendall) and help the police in the investigation, while the serial killer stalks Julia and him.",5.078021
The Train Robbers,"A gunhand named Lane is hired by a widow, Mrs. Lowe, to find gold stolen by her husband so that she may return it and start fresh.",5.077346
Diner,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind.",5.077092
The Women,"Wealthy Mary Haines is unaware her husband is having an affair with shopgirl Crystal Allen. Sylvia Fowler and Edith Potter discover this from a manicurist and arrange for Mary to hear the gossip. On the train taking her to a Reno divorce Mary meets the Countess and Miriam (in an affair with Fowler's husband). While they are at Lucy's dude ranch, Fowler arrives for her own divorce and the Countess meets fifth husband-to-be Buck. Back in New York, Mary's ex is now unhappily married to Crystal who is already in an affair with Buck.",5.076649
Lover Come Back,"Rock Hudson and Doris Day are together again! Jerry Webster (Hudson) and Carol Templeton (Day) are rival Madison Avenue advertising executives who each dislike each other’s methods. After he steals a client out from under her cute little nose, revenge prompts her to infiltrate his secret ""VIP"" campaign in order to persuade the mystery product’s scientist to switch to her firm.",5.0761129999999985
Petulia,An unhappily married socialite finds solace in the company of a recently divorced doctor.,5.075434
Seal Team Six: The Raid on Osama Bin Laden,"When the rumored whereabouts of Osama bin Laden are revealed, the CIA readies a team of seasoned U.S. Navy SEALs for the mission of a lifetime. Despite inconclusive evidence that bin Laden is inside the compound, and ignoring the possible ramifications of an unannounced attack on Pakistani soil, the Pentagon orders the attack. The SEAL Team bands together to complete their mission of justice in a riveting final showdown.",5.074995
The Club of the Misunderstood,"The story focuses on Valeria (Charlotte Vega), a young woman who has just moved to Madrid after the separation of their parents. In his new institute, Valeria is forced to attend a meeting with the counselor to which also serves other classmates. What at first seems a bad start for the new existence of Valeria, becoming just the beginning of an amazing life experience. New friendships, a city full of possibilities, first love... intense experiences that will forever change the lives of this new group of friends.",5.074475
Goemon,"Follow the infamous ninja bandit named Ishikawa Goemon (Yosuke Eguchi) in an epic story. One night while looting treasure from Nanban (Southern Barbarians), Goemon finds a mysterious box hidden inside a secret grave. A forgotten relic from the past containing untold powers.",5.074153
Battle of the Year,"A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.",5.0739
Poultrygeist: Night of the Chicken Dead,"Humans... the other white meat... Unless you're black, then it's dark meat... Or if you are Asian, then it's yellow meat... Or if you are Native American, it's red meat...",5.072908999999999
Loverboy,"Randy Bodek works as a pizza delivery boy at Senor Pizza to make a few extra bucks. Some customers are special, though: When the order is for a pizza with extra anchovies, it means the female customers are looking for some loving. ""Loverboy's"" reputation soon makes him very popular, but when Mom Bodek suddenly feels like some extra anchovies, things are looking grim for young Randy",5.072902
The Man from Elysian Fields,A failed novelist's inability to pay the bills strains relations with his wife and leads him to work at an escort service where he becomes entwined with a wealthy woman whose husband is a successful writer.,5.071803
Crocodile,"A group of friends including Brady Turner, Claire and Duncan McKay go out on a boat trip on a lake in Southern California, but their joyful weekend turns into horror, when a giant killer crocodile searching for its stolen eggs, picks off anyone who gets in its way. Can they all escape in one piece or will they slowly and painfully fall to the mammoth reptile.",5.071511
Hard Target 2,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",5.070828
Five Fingers,"Martijn, an idealistic Dutch pianist, travels to Morocco to help start a food program for malnourished children. Within moments of his arrival, however, Martijn is abducted by a group of terrorists, injected with a debilitating drug, and imprisoned. Under threat of death, the young man engages in a mental chess match with Ahmat, trying to learn his captor's true objective and avoid a horrible fate",5.070446
